gpa,core_subject_score,academic_consistency,research_participation,programming_skill,domain_knowledge,tool_proficiency,certification_count,internship_count,internship_duration,industry_relevance,project_experience,communication_skill,teamwork_ability,leadership_potential,adaptability,learning_motivation,career_clarity,market_awareness,higher_study_interest,target_industry_code,workshop_participation,online_course_hours,networking_activity,learning_path_generation_time,employment_competitiveness_score,tech_score_avg,soft_score_avg,career_score_avg,readiness_level,readiness_encoded
0.547637158392724,76.0,0.76,1.0,78.0,52.0,36.0,4.0,1.0,2.5,0.38,4.0,79.0,74.0,39.0,58.0,99.0,32.0,42.0,0.0,7.0,7.0,157.7,92.0,6.17,40.71,-1.0717576748792779,-0.6418377608864474,-1.0561864572038127,Low Readiness,1
-1.7173992496715602,91.0,1.05,0.0,69.0,45.0,33.0,3.0,2.0,5.8,0.59,3.0,96.0,73.0,39.0,46.0,78.0,53.0,93.0,0.0,2.0,4.0,149.1,57.0,3.23,30.74,-1.1868856271338197,-0.5305338208124393,0.5517391940616921,Low Readiness,1
-0.02242234028117368,86.0,1.29,0.0,98.0,72.0,98.0,5.0,4.0,10.4,0.72,3.0,60.0,75.0,57.0,49.0,72.0,30.0,95.0,0.0,5.0,0.0,16.2,22.0,1.61,68.64,2.1518249882478946,-0.8922716260529656,-0.29951556249063355,High Readiness,0
0.4336252586579443,82.0,1.32,0.0,90.0,83.0,84.0,2.0,3.0,17.0,0.17,1.0,91.0,85.0,48.0,83.0,69.0,48.0,46.0,0.0,2.0,11.0,97.7,85.0,6.71,72.69,1.7200951672933626,0.944243385168168,-1.3714659966676364,High Readiness,0
0.5932419182866348,89.0,1.93,0.0,87.0,65.0,58.0,2.0,4.0,16.4,0.62,4.0,75.0,98.0,85.0,74.0,82.0,37.0,83.0,1.0,2.0,0.0,60.8,26.0,5.92,75.14,0.5688156447479439,1.6398930106307186,-0.14187579275872228,High Readiness,0
-0.44806676595768313,83.0,1.72,0.0,71.0,74.0,52.0,4.0,4.0,14.0,0.98,7.0,87.0,48.0,96.0,97.0,66.0,98.0,51.0,1.0,7.0,4.0,143.2,54.0,1.29,79.04,0.021957871538869946,1.5285890705567104,0.2679876085442502,High Readiness,0
-1.2993556173107026,87.0,2.15,0.0,98.0,93.0,78.0,4.0,0.0,10.9,0.7,4.0,77.0,85.0,41.0,68.0,62.0,76.0,78.0,1.0,6.0,5.0,166.8,79.0,4.41,62.97,2.2093889643751656,-0.057492075497904895,0.2995155624906322,High Readiness,0
-0.6076834255863742,61.0,2.41,0.0,46.0,53.0,62.0,3.0,2.0,11.3,0.22,2.0,66.0,59.0,47.0,95.0,93.0,57.0,66.0,0.0,6.0,3.0,239.1,43.0,1.69,26.06,-1.6473974361519872,-0.16879601557191298,0.2995155624906322,Low Readiness,1
1.391325216430091,84.0,0.5,1.0,84.0,49.0,50.0,0.0,4.0,11.3,0.51,0.0,87.0,52.0,35.0,90.0,96.0,33.0,83.0,1.0,3.0,1.0,145.5,31.0,4.48,55.25,-0.35220797328839115,-0.2522739706274191,0.17340374670510292,High Readiness,0
-0.8889127782654969,85.0,0.6,0.0,68.0,96.0,52.0,4.0,1.0,17.8,0.17,4.0,94.0,59.0,71.0,79.0,56.0,90.0,50.0,0.0,6.0,3.0,158.0,83.0,2.5,62.51,0.6263796208752148,0.8329394450941598,-0.33104351643701685,High Readiness,0
0.4868308118675082,78.0,1.02,0.0,47.0,84.0,86.0,3.0,0.0,13.2,0.26,1.0,60.0,94.0,95.0,51.0,57.0,46.0,46.0,0.0,2.0,6.0,41.4,23.0,1.76,38.76,0.45368769249340196,0.7494614900386538,-1.8128573519169908,Low Readiness,1
1.0264871372787967,74.0,0.62,1.0,95.0,82.0,87.0,4.0,0.0,14.0,0.04,7.0,52.0,83.0,59.0,91.0,72.0,63.0,42.0,0.0,5.0,5.0,78.7,24.0,6.43,70.04,1.6913131792297271,0.3320717147611234,-0.9300746414182826,High Readiness,0
0.03838400624404205,58.0,1.87,0.0,43.0,63.0,49.0,3.0,0.0,3.9,0.49,6.0,86.0,62.0,71.0,99.0,53.0,63.0,82.0,0.0,2.0,8.0,184.6,46.0,1.54,29.78,-1.9064353287247064,1.2503292203716903,-0.2679876085442516,Low Readiness,1
-1.451371483623742,74.0,1.27,0.0,98.0,94.0,48.0,2.0,3.0,8.7,0.17,0.0,79.0,46.0,69.0,41.0,95.0,39.0,62.0,0.0,7.0,10.0,156.7,91.0,3.52,42.18,1.000545465702476,-1.0592275361639778,-0.33104351643701685,Medium Readiness,2
0.39562129207968394,90.0,0.74,0.0,84.0,58.0,52.0,5.0,1.0,8.0,0.09,1.0,78.0,60.0,79.0,64.0,79.0,86.0,49.0,0.0,1.0,7.0,141.6,65.0,0.93,58.66,0.13708582379341183,0.22076777468711534,0.2364596545978669,High Readiness,0
0.7148546113370662,56.0,0.64,1.0,66.0,87.0,47.0,0.0,1.0,0.7,0.25,5.0,62.0,99.0,75.0,62.0,60.0,32.0,38.0,0.0,7.0,10.0,38.7,71.0,7.79,26.24,-0.6688098419883813,0.6938095200016497,-2.4118884768982567,Low Readiness,1
1.3001156966422667,69.0,0.66,0.0,40.0,93.0,62.0,0.0,3.0,11.1,0.89,3.0,97.0,46.0,75.0,87.0,71.0,75.0,75.0,0.0,3.0,10.0,87.6,53.0,4.65,61.63,-0.43855393747929755,0.8885914151311639,0.4571553322225448,High Readiness,0
0.4260244653422925,60.0,1.84,0.0,77.0,54.0,83.0,2.0,2.0,10.7,0.82,5.0,81.0,49.0,34.0,75.0,63.0,39.0,81.0,,3.0,6.0,150.1,43.0,10.24,38.08,-0.15073405684294286,-0.9479235960899697,-0.7409069177399881,Low Readiness,1
-1.215746890838531,66.0,1.22,0.0,83.0,50.0,48.0,1.0,3.0,3.0,0.85,4.0,85.0,95.0,45.0,87.0,51.0,37.0,36.0,1.0,5.0,2.0,108.9,60.0,7.79,24.58,-0.9278477345611005,1.083373310260678,-2.601056200576551,Low Readiness,1
-1.7402016296185163,94.0,1.77,1.0,98.0,71.0,54.0,5.0,3.0,7.1,0.99,5.0,69.0,78.0,67.0,98.0,79.0,86.0,48.0,0.0,4.0,4.0,8.5,75.0,4.46,72.3,1.0868914298933823,1.083373310260678,0.20493170065148492,High Readiness,0
-1.4209683103611341,75.0,2.33,0.0,50.0,65.0,97.0,5.0,4.0,4.1,0.23,4.0,65.0,98.0,83.0,82.0,67.0,74.0,80.0,0.0,3.0,11.0,106.8,33.0,0.63,54.4,0.22343178798431823,1.5285890705567104,0.4571553322225448,Medium Readiness,2
-1.2233476841541833,89.0,1.95,0.0,72.0,90.0,90.0,0.0,4.0,11.0,0.04,7.0,44.0,94.0,85.0,52.0,68.0,31.0,74.0,1.0,4.0,1.0,135.4,71.0,7.4,49.47,1.7776591434206335,0.0538118645761032,-1.0561864572038127,Medium Readiness,2
0.10679114608490958,80.0,0.74,0.0,89.0,67.0,36.0,4.0,3.0,11.6,0.01,1.0,40.0,69.0,38.0,90.0,65.0,74.0,64.0,1.0,3.0,0.0,238.4,96.0,11.25,47.11,-0.2082980329702138,-1.0035755661269736,-0.11034783881233895,Medium Readiness,2
0.5932419182866348,62.0,2.3,0.0,75.0,96.0,45.0,0.0,4.0,1.6,0.12,2.0,85.0,64.0,37.0,56.0,77.0,91.0,99.0,0.0,5.0,2.0,77.9,20.0,3.25,37.73,-0.03560610458840099,-0.8644456410344635,1.907441213756136,Low Readiness,1
-1.0029246780002765,84.0,1.57,0.0,80.0,82.0,69.0,4.0,4.0,7.0,0.57,0.0,52.0,97.0,80.0,65.0,64.0,44.0,82.0,1.0,1.0,1.0,120.7,43.0,10.5,50.01,1.0293274537661115,0.5825055799276416,-0.5202112401153108,Medium Readiness,2
-0.9573199181063643,68.0,0.52,0.0,56.0,69.0,64.0,2.0,2.0,8.3,0.03,4.0,79.0,91.0,97.0,99.0,97.0,60.0,36.0,0.0,6.0,6.0,0.3,89.0,6.11,51.45,-0.6400278539247458,2.5859765012597875,-0.42562737827616415,Medium Readiness,2
0.7832617511779337,56.0,1.09,0.0,87.0,49.0,79.0,0.0,4.0,15.5,0.92,4.0,49.0,87.0,32.0,52.0,65.0,56.0,51.0,0.0,1.0,6.0,249.3,22.0,6.08,42.74,-0.23708002103384926,-1.476617311441508,-1.0877144111501946,Medium Readiness,2
0.4488268452892479,91.0,1.47,0.0,44.0,65.0,72.0,4.0,2.0,16.7,0.4,2.0,71.0,87.0,72.0,51.0,69.0,38.0,65.0,0.0,4.0,10.0,73.0,46.0,1.76,52.29,-0.2082980329702138,0.22076777468711534,-1.0877144111501946,Medium Readiness,2
0.47923001855185643,92.0,0.59,1.0,71.0,91.0,61.0,1.0,4.0,15.6,0.78,6.0,77.0,56.0,39.0,40.0,66.0,87.0,71.0,1.0,1.0,0.0,1.2,36.0,8.64,62.51,1.0293274537661115,-1.6992251915895242,0.5517391940616921,High Readiness,0
0.17519828592577777,68.0,0.75,0.0,42.0,50.0,70.0,0.0,2.0,14.1,0.78,4.0,54.0,92.0,41.0,72.0,54.0,78.0,98.0,,7.0,8.0,151.1,34.0,3.27,35.88,-1.4171415316429035,-0.3914038957199292,0.7409069177399866,Low Readiness,1
-1.451371483623742,93.0,1.62,0.0,91.0,73.0,35.0,2.0,2.0,16.8,0.52,6.0,54.0,49.0,75.0,91.0,54.0,86.0,64.0,0.0,6.0,10.0,111.8,58.0,10.7,51.17,0.36734172830249556,-0.11314404553490894,-0.07881988486595698,Medium Readiness,2
-0.5164739057985507,79.0,1.19,1.0,86.0,63.0,56.0,5.0,1.0,4.4,0.86,7.0,96.0,46.0,59.0,94.0,88.0,45.0,68.0,0.0,4.0,4.0,132.6,23.0,7.84,57.58,0.13708582379341183,0.6103315649461437,-0.17340374670510428,High Readiness,0
-0.8661103983185408,74.0,1.96,0.0,74.0,77.0,49.0,5.0,2.0,10.4,0.39,2.0,87.0,98.0,61.0,53.0,62.0,37.0,52.0,1.0,2.0,1.0,136.0,36.0,11.46,35.99,-0.15073405684294286,0.7216355050201517,-1.7498014440242255,Low Readiness,1
1.5585426693744346,93.0,2.19,0.0,53.0,89.0,95.0,4.0,0.0,14.8,0.24,1.0,90.0,99.0,92.0,86.0,85.0,48.0,83.0,1.0,1.0,11.0,192.5,31.0,0.54,85.66,1.4610572747206434,2.6138024862782894,0.2995155624906322,High Readiness,0
-0.42526438601072775,60.0,1.88,1.0,87.0,47.0,38.0,0.0,0.0,0.1,0.28,7.0,59.0,74.0,55.0,82.0,79.0,96.0,90.0,1.0,4.0,9.0,138.9,51.0,1.88,28.46,-1.3595775555156326,-0.08531806051640692,1.8443853058633708,Low Readiness,1
1.2773133166953115,71.0,1.36,1.0,70.0,86.0,82.0,3.0,0.0,10.2,0.05,2.0,54.0,91.0,32.0,95.0,53.0,65.0,92.0,1.0,2.0,9.0,67.5,46.0,6.79,51.45,0.8566355253842985,-0.02966609047940287,0.11034783881233762,Medium Readiness,2
0.38802049876403216,79.0,1.85,1.0,70.0,65.0,90.0,2.0,4.0,6.1,0.8,5.0,74.0,87.0,52.0,97.0,72.0,89.0,61.0,0.0,7.0,3.0,234.3,63.0,11.49,70.3,0.7127255850661212,1.027721340223674,0.48868328616892676,High Readiness,0
0.20560145918838496,89.0,2.08,0.0,63.0,84.0,99.0,4.0,4.0,15.3,0.23,4.0,96.0,95.0,42.0,43.0,55.0,80.0,57.0,1.0,3.0,11.0,95.3,92.0,2.5,76.27,1.6049672150388208,0.08163784959460522,-0.4571553322225461,High Readiness,0
-1.101734991103752,59.0,2.1,0.0,62.0,69.0,30.0,1.0,4.0,15.4,0.83,3.0,70.0,68.0,67.0,90.0,96.0,83.0,85.0,0.0,7.0,4.0,72.9,22.0,9.28,41.92,-1.7049614122792582,0.6103315649461437,1.8128573519169888,Medium Readiness,2
0.6996530247057626,55.0,2.14,0.0,57.0,89.0,99.0,5.0,2.0,4.8,0.55,7.0,87.0,95.0,34.0,78.0,80.0,46.0,62.0,0.0,5.0,2.0,80.3,48.0,7.31,59.15,0.5975976328115793,0.5825055799276416,-0.5832671480080761,High Readiness,0
-0.8129048451089775,94.0,2.22,1.0,89.0,82.0,74.0,2.0,2.0,9.4,0.62,2.0,86.0,74.0,49.0,40.0,68.0,91.0,91.0,0.0,6.0,9.0,3.8,54.0,6.81,56.05,1.7200951672933626,-0.6696637459049494,1.3714659966676344,High Readiness,0
-1.6869960764089524,66.0,2.33,0.0,93.0,89.0,76.0,2.0,2.0,8.1,0.47,3.0,71.0,81.0,43.0,80.0,87.0,71.0,92.0,1.0,6.0,7.0,182.5,67.0,5.86,52.42,1.2883653463388305,0.0538118645761032,1.3714659966676344,Medium Readiness,2
1.444530769639655,85.0,1.66,0.0,54.0,96.0,83.0,3.0,4.0,11.9,0.13,4.0,91.0,55.0,42.0,73.0,99.0,77.0,81.0,0.0,7.0,4.0,219.5,43.0,3.98,80.89,1.1156734179570178,-0.3357519256829251,1.5921616742923124,High Readiness,0
1.3609220431674824,64.0,1.7,1.0,45.0,89.0,60.0,4.0,2.0,13.3,0.34,2.0,57.0,67.0,94.0,63.0,64.0,36.0,46.0,1.0,7.0,3.0,139.1,34.0,8.21,38.96,-0.6112458658611104,0.22076777468711534,-1.9074412137561383,Low Readiness,1
1.4065268030613947,70.0,1.25,1.0,89.0,99.0,46.0,5.0,0.0,2.1,0.52,2.0,79.0,94.0,32.0,56.0,89.0,41.0,83.0,0.0,4.0,6.0,211.6,79.0,3.63,63.2,0.7127255850661212,-0.3357519256829251,0.20493170065148492,High Readiness,0
1.5281394961118262,64.0,0.79,0.0,47.0,50.0,87.0,3.0,2.0,1.4,0.24,5.0,50.0,99.0,71.0,48.0,54.0,49.0,60.0,1.0,7.0,10.0,135.7,94.0,2.05,39.91,-0.8990657464974651,-0.14097003055341095,-1.3714659966676364,Low Readiness,1
1.148099830329228,66.0,2.28,0.0,54.0,95.0,53.0,4.0,1.0,7.7,0.18,5.0,45.0,48.0,50.0,83.0,55.0,83.0,81.0,1.0,5.0,0.0,226.7,30.0,7.36,35.96,-0.3234259852247557,-1.309661401330496,0.3940994243297795,Low Readiness,1
-0.7596992918994135,84.0,1.19,0.0,42.0,97.0,92.0,2.0,1.0,10.0,0.06,0.0,95.0,77.0,39.0,74.0,72.0,84.0,76.0,1.0,3.0,7.0,45.3,75.0,3.73,46.78,1.0293274537661115,0.3320717147611234,0.8039628256327507,Medium Readiness,2
-0.4556675592733349,55.0,0.81,0.0,86.0,57.0,54.0,0.0,0.0,5.9,0.76,2.0,64.0,98.0,86.0,62.0,52.0,87.0,65.0,0.0,5.0,1.0,88.2,37.0,7.57,24.19,-0.7839377942429232,1.027721340223674,-0.07881988486595698,Low Readiness,1
1.1404990370135764,59.0,0.55,0.0,52.0,93.0,88.0,2.0,1.0,13.0,0.43,6.0,40.0,91.0,54.0,93.0,86.0,59.0,56.0,1.0,2.0,3.0,82.8,31.0,1.45,58.61,0.36734172830249556,0.13728981963160927,-0.17340374670510428,High Readiness,0
-0.6836913587428942,74.0,1.79,0.0,80.0,67.0,61.0,4.0,1.0,11.6,0.63,0.0,64.0,58.0,85.0,86.0,82.0,53.0,51.0,1.0,7.0,2.0,89.0,35.0,1.83,41.07,0.07952184766614089,0.5546795949091397,-0.6463230559008407,Medium Readiness,2
-1.1929445108915755,62.0,1.77,0.0,73.0,53.0,47.0,2.0,2.0,6.0,0.73,4.0,41.0,63.0,67.0,78.0,92.0,32.0,54.0,1.0,1.0,5.0,10.5,46.0,6.67,17.16,-1.273231591324726,-0.6696637459049494,-0.8985466874718999,Low Readiness,1
0.6084435049179396,74.0,1.32,0.0,71.0,63.0,38.0,3.0,0.0,11.5,0.39,6.0,72.0,75.0,83.0,40.0,50.0,43.0,72.0,1.0,1.0,10.0,216.5,54.0,10.01,36.69,-0.956629722624736,-0.08531806051640692,-1.3084100887748717,Low Readiness,1
0.3348149455544682,91.0,1.71,0.0,91.0,98.0,83.0,4.0,0.0,12.5,0.49,5.0,63.0,88.0,33.0,90.0,66.0,79.0,63.0,1.0,3.0,1.0,95.2,36.0,6.89,71.77,2.410862880820614,0.025985879557601173,0.0472919309195723,High Readiness,0
-1.291754823995051,91.0,0.94,0.0,52.0,86.0,82.0,3.0,1.0,17.0,0.87,0.0,43.0,99.0,72.0,49.0,57.0,56.0,81.0,0.0,3.0,8.0,247.6,20.0,5.31,43.96,0.9141995015115695,-0.2800999556459211,-0.39409942432978085,Medium Readiness,2
0.0003800396657823874,82.0,2.48,1.0,40.0,64.0,92.0,2.0,2.0,14.7,0.17,0.0,63.0,74.0,91.0,40.0,75.0,57.0,79.0,0.0,1.0,5.0,206.5,68.0,5.08,37.01,-0.03560610458840099,-0.14097003055341095,0.1418757927587196,Low Readiness,1
1.2317085568013992,69.0,1.41,1.0,73.0,53.0,40.0,2.0,4.0,10.6,0.14,7.0,62.0,65.0,33.0,44.0,77.0,38.0,52.0,0.0,4.0,1.0,135.2,60.0,7.16,35.35,-1.273231591324726,-1.9218330717375405,-1.2453541808821071,Low Readiness,1
0.7604593712309783,60.0,1.88,0.0,54.0,61.0,60.0,4.0,0.0,4.5,0.63,2.0,68.0,91.0,94.0,42.0,83.0,55.0,84.0,0.0,4.0,2.0,119.1,39.0,4.14,34.58,-1.273231591324726,0.6103315649461437,0.48868328616892676,Low Readiness,1
0.6312458848648951,68.0,1.47,0.0,53.0,91.0,48.0,1.0,0.0,6.1,0.02,7.0,60.0,99.0,31.0,89.0,62.0,31.0,56.0,,1.0,1.0,81.6,56.0,3.36,27.94,-0.5536818897338395,0.1651158046501113,-1.8128573519169908,Low Readiness,1
-0.7673000852150653,63.0,1.51,0.0,68.0,80.0,44.0,1.0,3.0,5.3,0.23,5.0,65.0,48.0,86.0,92.0,86.0,81.0,95.0,1.0,2.0,10.0,101.1,58.0,3.63,46.34,-0.6975918300520167,0.4990276248721356,1.7498014440242236,Medium Readiness,2
0.9960839640161895,91.0,2.43,0.0,73.0,63.0,60.0,4.0,4.0,9.3,0.93,2.0,59.0,49.0,74.0,66.0,62.0,87.0,55.0,0.0,1.0,1.0,246.0,64.0,11.92,58.15,0.22343178798431823,-0.6974897309234515,-0.07881988486595698,High Readiness,0
-0.052825513543781545,89.0,0.82,0.0,94.0,97.0,31.0,3.0,3.0,16.4,0.52,2.0,97.0,60.0,87.0,57.0,71.0,91.0,93.0,0.0,6.0,1.0,146.8,68.0,3.1,80.93,0.9141995015115695,0.7772874750571558,1.529105766399547,High Readiness,0
0.9580799974379292,60.0,0.55,0.0,70.0,98.0,44.0,1.0,0.0,9.5,0.17,6.0,79.0,74.0,71.0,55.0,70.0,78.0,39.0,1.0,7.0,4.0,74.4,38.0,10.28,40.71,-0.2082980329702138,0.1651158046501113,-0.6147951019544581,Low Readiness,1
0.4488268452892479,91.0,2.01,0.0,64.0,51.0,33.0,4.0,4.0,13.0,0.31,5.0,83.0,57.0,64.0,41.0,79.0,49.0,50.0,1.0,4.0,8.0,226.4,97.0,4.05,52.83,-1.1581036390701842,-0.7809676859789575,-0.8985466874718999,Medium Readiness,2
0.6312458848648951,59.0,1.42,0.0,77.0,61.0,79.0,0.0,3.0,7.8,0.32,6.0,64.0,80.0,67.0,86.0,60.0,58.0,45.0,1.0,6.0,11.0,101.5,86.0,4.39,48.66,-0.09317008071567193,0.6659835349831477,-1.3714659966676364,Medium Readiness,2
1.2773133166953115,68.0,2.3,0.0,47.0,80.0,52.0,3.0,3.0,6.1,0.21,6.0,83.0,89.0,70.0,84.0,82.0,51.0,76.0,0.0,3.0,6.0,136.4,79.0,11.56,58.86,-0.9278477345611005,1.4729371005197063,0.07881988486595563,High Readiness,0
-0.6152842189020267,66.0,0.73,0.0,66.0,84.0,88.0,4.0,1.0,5.4,0.79,3.0,98.0,97.0,79.0,55.0,96.0,35.0,44.0,0.0,5.0,11.0,198.7,30.0,3.31,58.89,0.7127255850661212,1.5564150555752125,-0.9931305493110473,High Readiness,0
-1.451371483623742,78.0,1.13,1.0,41.0,48.0,95.0,2.0,3.0,9.0,0.03,4.0,72.0,89.0,48.0,82.0,58.0,60.0,60.0,0.0,4.0,4.0,126.4,34.0,11.35,25.59,-0.4961179136065685,0.4990276248721356,-0.8985466874718999,Low Readiness,1
0.20560145918838496,88.0,2.28,0.0,56.0,82.0,37.0,4.0,4.0,10.4,0.63,5.0,54.0,59.0,46.0,47.0,81.0,91.0,37.0,0.0,4.0,4.0,193.4,80.0,10.86,48.73,-0.467335925542933,-1.8661811017005363,0.07881988486595563,Medium Readiness,2
0.08398876613795418,93.0,2.47,0.0,64.0,74.0,47.0,0.0,2.0,1.5,0.12,7.0,56.0,89.0,70.0,94.0,73.0,92.0,72.0,1.0,7.0,5.0,66.1,98.0,3.37,52.43,-0.03560610458840099,0.999895355205172,0.9616025953646632,Medium Readiness,2
-0.7901024651620214,85.0,1.08,0.0,95.0,56.0,84.0,2.0,3.0,0.9,0.57,5.0,91.0,99.0,71.0,72.0,56.0,45.0,36.0,1.0,3.0,0.0,42.7,98.0,1.47,55.41,1.1732373940842886,1.6677189956492204,-2.1911927992735802,High Readiness,0
0.2512062190822971,77.0,2.42,0.0,69.0,48.0,79.0,1.0,1.0,4.6,0.91,6.0,97.0,49.0,35.0,70.0,57.0,54.0,51.0,0.0,3.0,2.0,147.3,92.0,9.93,30.54,-0.17951604490657833,-0.6140117758679453,-1.402993950614019,Low Readiness,1
1.0416887239101003,77.0,1.18,0.0,60.0,53.0,40.0,0.0,3.0,14.6,0.32,1.0,43.0,76.0,70.0,76.0,50.0,74.0,68.0,0.0,6.0,6.0,122.5,81.0,1.54,37.13,-1.4171415316429035,-0.22444798560891704,-0.4571553322225461,Low Readiness,1
-0.5392762857455067,70.0,1.58,0.0,92.0,48.0,92.0,5.0,2.0,0.7,0.54,7.0,52.0,50.0,38.0,48.0,52.0,97.0,61.0,0.0,6.0,8.0,27.5,79.0,2.87,39.32,0.6551616089388502,-2.3670488320335727,0.11034783881233762,Low Readiness,1
0.8592696843344544,55.0,1.58,1.0,76.0,58.0,68.0,2.0,3.0,15.7,0.73,7.0,85.0,81.0,87.0,69.0,92.0,62.0,48.0,1.0,5.0,7.0,136.5,32.0,3.48,68.38,-0.6400278539247458,1.3616331604456984,-0.14187579275872228,High Readiness,0
0.357617325501425,83.0,2.17,0.0,89.0,62.0,57.0,1.0,4.0,5.5,0.26,6.0,48.0,73.0,42.0,79.0,95.0,47.0,78.0,0.0,3.0,1.0,33.7,66.0,3.12,52.43,0.3385597402388601,-0.8644456410344635,0.4256273782761615,Medium Readiness,2
-1.48177465688635,86.0,1.38,1.0,97.0,86.0,68.0,5.0,2.0,9.3,0.02,2.0,62.0,49.0,48.0,62.0,50.0,83.0,99.0,1.0,2.0,6.0,176.9,48.0,8.32,46.59,1.6625311911660916,-1.4487913264230061,0.8039628256327507,Medium Readiness,2
0.07638797282230171,76.0,0.89,0.0,56.0,62.0,39.0,2.0,2.0,2.1,0.79,6.0,59.0,68.0,95.0,58.0,87.0,63.0,84.0,1.0,7.0,7.0,123.6,39.0,3.6,43.62,-1.3307955674519971,0.1929417896686133,0.867018733525516,Medium Readiness,2
0.41082287871098755,88.0,0.62,0.0,55.0,61.0,72.0,3.0,1.0,17.9,0.19,2.0,43.0,75.0,88.0,75.0,84.0,89.0,46.0,0.0,6.0,5.0,121.2,97.0,11.15,57.59,-0.09317008071567193,0.22076777468711534,0.3940994243297795,High Readiness,0
0.9504792041222774,72.0,1.19,0.0,60.0,67.0,79.0,1.0,2.0,15.0,0.47,5.0,66.0,65.0,49.0,52.0,73.0,65.0,73.0,0.0,3.0,8.0,0.4,52.0,3.24,48.19,-0.03560610458840099,-1.1427054912194838,0.1418757927587196,Medium Readiness,2
-0.8433080183715853,71.0,1.66,0.0,78.0,61.0,52.0,2.0,1.0,8.2,0.8,1.0,60.0,95.0,34.0,91.0,77.0,98.0,89.0,0.0,6.0,10.0,93.2,96.0,6.8,46.9,-0.4961179136065685,0.1929417896686133,1.8128573519169888,Medium Readiness,2
-1.504577036833306,62.0,1.39,0.0,69.0,59.0,98.0,1.0,2.0,1.9,0.77,1.0,54.0,59.0,47.0,92.0,94.0,99.0,39.0,1.0,7.0,0.0,216.7,68.0,5.48,29.15,0.2522137760479537,-0.5861857908494433,0.8039628256327507,Low Readiness,1
1.0872934838040125,81.0,1.3,1.0,78.0,59.0,64.0,0.0,0.0,3.8,0.27,3.0,94.0,86.0,57.0,75.0,85.0,69.0,49.0,1.0,6.0,10.0,185.2,84.0,11.48,50.58,0.07952184766614089,1.083373310260678,-0.11034783881233895,Medium Readiness,2
0.6084435049179396,62.0,2.49,0.0,64.0,72.0,50.0,0.0,1.0,2.6,0.55,7.0,48.0,55.0,79.0,46.0,85.0,66.0,69.0,1.0,5.0,1.0,168.9,33.0,1.33,23.36,-0.8990657464974651,-1.254009431293492,0.4256273782761615,Low Readiness,1
0.10679114608490958,73.0,0.9,0.0,90.0,63.0,96.0,3.0,0.0,0.5,0.97,1.0,42.0,74.0,74.0,52.0,52.0,80.0,78.0,0.0,3.0,8.0,204.2,69.0,11.32,41.14,1.2308013702115597,-0.8644456410344635,0.11034783881233762,Medium Readiness,2
0.6768506447588072,85.0,1.29,1.0,80.0,89.0,41.0,1.0,4.0,7.2,0.16,1.0,43.0,63.0,87.0,95.0,76.0,49.0,66.0,1.0,5.0,9.0,116.3,55.0,0.85,56.84,0.45368769249340196,0.4155496698166295,-0.4886832861689288,High Readiness,0
0.4868308118675082,70.0,0.58,0.0,76.0,56.0,41.0,1.0,2.0,10.3,0.79,6.0,43.0,78.0,65.0,63.0,68.0,42.0,85.0,1.0,6.0,10.0,229.6,71.0,9.15,44.44,-1.0429756868156423,-0.6696637459049494,-0.3625714703833989,Medium Readiness,2
-0.8129048451089775,68.0,1.45,0.0,79.0,64.0,95.0,0.0,0.0,17.2,0.98,3.0,82.0,82.0,31.0,93.0,71.0,92.0,37.0,0.0,2.0,6.0,197.3,42.0,10.18,46.41,0.7702895611933921,0.4155496698166295,-0.20493170065148625,Medium Readiness,2
1.4977363228492189,59.0,1.59,0.0,48.0,45.0,31.0,4.0,3.0,9.3,0.02,1.0,67.0,67.0,47.0,94.0,50.0,73.0,66.0,0.0,4.0,1.0,71.8,85.0,3.69,28.44,-2.7698949706337705,0.0538118645761032,-0.5517391940616935,Low Readiness,1
0.12199273271621384,82.0,2.43,0.0,81.0,93.0,52.0,5.0,0.0,9.8,0.25,6.0,65.0,45.0,37.0,97.0,98.0,32.0,93.0,,7.0,7.0,29.2,64.0,11.02,55.71,0.827853537320663,-0.8087936709974595,0.5202112401153087,High Readiness,0
-0.33405486622290415,60.0,1.94,0.0,41.0,45.0,36.0,3.0,0.0,5.7,0.4,5.0,63.0,47.0,44.0,89.0,68.0,94.0,85.0,1.0,7.0,3.0,152.1,39.0,1.8,11.98,-2.798676958697406,-0.8366196560159616,1.2768821348284871,Low Readiness,1
-0.9269167448437565,63.0,1.57,0.0,48.0,54.0,57.0,2.0,0.0,10.4,0.94,2.0,82.0,72.0,46.0,60.0,85.0,78.0,45.0,0.0,5.0,3.0,85.4,68.0,2.94,20.32,-1.6473974361519872,-0.36357791070142714,0.0472919309195723,Low Readiness,1
-1.3753635504672226,63.0,0.75,1.0,61.0,66.0,61.0,0.0,0.0,4.0,0.87,1.0,83.0,98.0,56.0,40.0,82.0,60.0,87.0,0.0,6.0,4.0,80.5,38.0,11.44,16.09,-0.8127197823065586,0.10946383461310724,0.7093789637936033,Low Readiness,1
-0.15163582664725694,92.0,1.47,1.0,72.0,83.0,53.0,4.0,3.0,4.6,0.47,6.0,61.0,52.0,46.0,91.0,90.0,69.0,86.0,1.0,3.0,10.0,226.0,31.0,3.83,66.4,0.5975976328115793,-0.6418377608864474,1.2138262269357232,High Readiness,0
